  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 250, B: 250
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 248, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 249
  R: 250, G: 250, B: 250
  R: 251, G: 250, B: 250
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 249, B: 250
  R: 250, G: 249, B: 249
  R: 250, G: 248, B: 248
  R: 250, G: 247, B: 247
  R: 250, G: 246, B: 246
  R: 250, G: 245, B: 245
  R: 250, G: 243, B: 244
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 242, B: 243
  R: 250, G: 244, B: 244
  R: 250, G: 245, B: 245
  R: 250, G: 246, B: 246
  R: 250, G: 247, B: 247
  R: 250, G: 249, B: 249
  R: 250, G: 249, B: 250
  R: 251, G: 250, B: 250
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 249, B: 249
  R: 250, G: 248, B: 249
  R: 249, G: 247, B: 247
  R: 249, G: 244, B: 245
  R: 249, G: 239, B: 241
  R: 249, G: 235, B: 237
  R: 249, G: 231, B: 233
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 231
  R: 249, G: 228, B: 232
  R: 249, G: 232, B: 234
  R: 249, G: 236, B: 237
  R: 249, G: 240, B: 242
  R: 249, G: 245, B: 245
  R: 250, G: 247, B: 248
  R: 250, G: 249, B: 249
  R: 251, G: 250, B: 250
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 249, B: 249
  R: 249, G: 247, B: 248
  R: 249, G: 244, B: 245
  R: 248, G: 237, B: 239
  R: 247, G: 227, B: 230
  R: 247, G: 216, B: 221
  R: 247, G: 206, B: 213
  R: 247, G: 201, B: 208
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 198, B: 206
  R: 247, G: 199, B: 206
  R: 247, G: 202, B: 209
  R: 247, G: 208, B: 214
  R: 247, G: 218, B: 222
  R: 248, G: 229, B: 232
  R: 249, G: 238, B: 240
  R: 249, G: 245, B: 246
  R: 250, G: 248, B: 249
  R: 251, G: 250, B: 250
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 249, B: 249
  R: 249, G: 246, B: 247
  R: 248, G: 240, B: 241
  R: 248, G: 227, B: 230
  R: 246, G: 208, B: 214
  R: 246, G: 187, B: 197
  R: 245, G: 170, B: 182
  R: 245, G: 159, B: 173
  R: 245, G: 154, B: 169
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 152, B: 168
  R: 245, G: 155, B: 170
  R: 245, G: 161, B: 174
  R: 245, G: 173, B: 184
  R: 246, G: 191, B: 200
  R: 247, G: 212, B: 217
  R: 248, G: 230, B: 233
  R: 249, G: 242, B: 243
  R: 250, G: 247, B: 248
  R: 251, G: 250, B: 250
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 244, B: 245
  R: 248, G: 234, B: 237
  R: 247, G: 216, B: 220
  R: 246, G: 186, B: 196
  R: 244, G: 154, B: 169
  R: 243, G: 127, B: 146
  R: 243, G: 110, B: 132
  R: 243, G: 103, B: 125
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 100, B: 124
  R: 243, G: 104, B: 126
  R: 243, G: 113, B: 134
  R: 243, G: 132, B: 150
  R: 245, G: 160, B: 174
  R: 247, G: 193, B: 201
  R: 248, G: 220, B: 224
  R: 249, G: 237, B: 239
  R: 250, G: 246, B: 246
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 242, B: 244
  R: 248, G: 230, B: 233
  R: 246, G: 205, B: 212
  R: 245, G: 168, B: 180
  R: 243, G: 126, B: 145
  R: 241, G: 91, B: 115
  R: 241, G: 68, B: 97
  R: 241, G: 58, B: 89
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 54, B: 86
  R: 241, G: 55, B: 86
  R: 241, G: 60, B: 90
  R: 241, G: 72, B: 100
  R: 242, G: 97, B: 120
  R: 244, G: 134, B: 152
  R: 246, G: 176, B: 187
  R: 247, G: 211, B: 217
  R: 249, G: 233, B: 236
  R: 250, G: 244, B: 246
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
